CustomerID,Age,Gender,Item Purchased,Category,PurchaseAmount,Location,Size,Color,Season,Review Rating,Subscription,Shipping,Discount,Promo,Previous Purchases,Payment Method,Frequency of Purchase
CUST0390,47,Female,Hoodie,Clothing,96.07,Philadelphia,XS,Yellow,Summer,3.5,No,Free Shipping,None,Yes,2,Bank Transfer,Monthly
CUST0391,40,Female,Backpack,Accessories,95.86,Phoenix,XL,Blue,Summer,2.4,No,Express,None,Yes,17,Cash,Rarely
CUST0392,61,Male,T-Shirt,Clothing,73.24,Los Angeles,XL,Pink,Summer,3.9,No,Standard,None,No,1,Debit Card,Bi-Weekly
CUST0393,68,Male,Hoodie,Clothing,35.47,Phoenix,XS,Brown,Spring,3.1,No,Standard,None,No,20,PayPal,Weekly
CUST0394,30,Female,Handbag,Accessories,103.38,New York,L,Purple,Winter,4.5,No,Express,30%,No,29,PayPal,Monthly
CUST0395,63,Male,Windbreaker,Outerwear,62.63,Dallas,XL,White,Fall,4.5,Yes,Standard,20%,No,4,Bank Transfer,Weekly
CUST0396,57,Male,Sneakers,Footwear,170.05,Philadelphia,XL,Pink,Winter,3.9,Yes,Standard,30%,No,12,PayPal,Bi-Weekly
CUST0397,34,Male,T-Shirt,Clothing,149.71,Los Angeles,XXL,Red,Fall,3.6,No,Free Shipping,30%,No,14,Credit Card,Rarely
CUST0398,55,Male,Jacket,Clothing,156.53,Houston,XL,Brown,Winter,3.8,No,Express,None,Yes,11,PayPal,Monthly
CUST0399,28,Male,Hoodie,Clothing,22.19,Chicago,XL,Red,Spring,3.9,Yes,Standard,10%,Yes,26,PayPal,Bi-Weekly
CUST0400,35,Female,Skirt,Clothing,174.71,Los Angeles,M,Pink,Spring,2.2,No,Next Day,10%,No,26,Debit Card,Monthly
CUST0401,26,Male,Skirt,Clothing,134.91,Phoenix,XXL,Red,Fall,4.0,No,Standard,30%,Yes,17,Cash,Bi-Weekly
CUST0402,41,Male,Shorts,Clothing,76.56,Boston,XL,White,Summer,3.1,Yes,Next Day,10%,No,24,Cash,Rarely
CUST0403,58,Male,Skirt,Clothing,155.99,Philadelphia,S,Yellow,Spring,3.7,No,Express,None,No,1,Debit Card,Monthly
CUST0404,39,Female,Dress,Clothing,172.53,New York,XL,Grey,Summer,2.0,Yes,Free Shipping,20%,Yes,2,PayPal,Monthly
CUST0405,30,Male,Belt,Accessories,35.2,Dallas,XXL,Blue,Fall,2.7,Yes,Standard,20%,No,4,Bank Transfer,Monthly
CUST0406,52,Male,Sneakers,Footwear,164.79,Houston,S,Red,Winter,2.2,No,Express,None,Yes,24,PayPal,Bi-Weekly
CUST0407,22,Female,Hoodie,Clothing,156.29,New York,XS,Grey,Summer,4.7,No,Standard,None,Yes,9,Debit Card,Monthly
CUST0408,27,Female,Windbreaker,Outerwear,228.61,Dallas,M,Pink,Spring,5.0,Yes,Standard,None,No,2,Debit Card,Bi-Weekly
CUST0409,56,Male,Shorts,Clothing,92.81,Philadelphia,XXL,White,Winter,3.4,No,Standard,None,Yes,13,Bank Transfer,Quarterly
CUST0410,64,Male,Jeans,Clothing,25.5,Philadelphia,XL,Green,Summer,3.2,No,Next Day,10%,Yes,5,Cash,Quarterly
CUST0411,55,Male,Skirt,Clothing,98.17,Phoenix,L,Green,Fall,5.0,No,Next Day,10%,Yes,15,Bank Transfer,Weekly
CUST0412,64,Male,Jeans,Clothing,41.37,San Diego,L,White,Spring,4.0,No,Express,10%,No,4,Bank Transfer,Quarterly
CUST0413,21,Female,Shorts,Clothing,62.17,Philadelphia,S,Black,Spring,4.0,No,Express,40%,Yes,0,PayPal,Quarterly
CUST0414,52,Male,Belt,Accessories,51.99,Seattle,M,Yellow,Winter,3.7,Yes,Free Shipping,None,Yes,0,Bank Transfer,Monthly
CUST0415,51,Female,Jeans,Clothing,145.48,Philadelphia,XS,Blue,Summer,4.3,No,Express,20%,No,14,Cash,Weekly
CUST0416,33,Male,Shorts,Clothing,21.91,Houston,XL,Grey,Winter,3.7,No,Standard,30%,No,2,Debit Card,Bi-Weekly
CUST0417,42,Male,Skirt,Clothing,76.31,Phoenix,M,Yellow,Fall,5.0,Yes,Next Day,None,No,5,Debit Card,Monthly
CUST0418,43,Female,Flats,Footwear,142.75,Houston,L,Yellow,Spring,3.3,Yes,Free Shipping,None,Yes,15,Cash,Weekly
CUST0419,50,Male,Sweater,Clothing,75.94,Chicago,XS,Grey,Fall,2.6,No,Express,None,No,25,PayPal,Quarterly
CUST0420,70,Male,T-Shirt,Clothing,174.04,Boston,L,Brown,Summer,4.3,Yes,Express,10%,No,9,Debit Card,Weekly
CUST0421,29,Female,Sandals,Footwear,173.29,New York,XS,Black,Spring,3.5,Yes,Express,None,No,0,PayPal,Bi-Weekly
CUST0422,43,Male,Loafers,Footwear,74.17,Boston,M,Grey,Winter,4.4,Yes,Next Day,None,No,30,Credit Card,Monthly
CUST0423,68,Female,Backpack,Accessories,79.96,Los Angeles,XS,Purple,Summer,4.0,No,Free Shipping,10%,Yes,17,Credit Card,Rarely
CUST0424,19,Male,Shorts,Clothing,118.19,Houston,S,Green,Winter,3.8,Yes,Standard,None,Yes,3,Cash,Bi-Weekly
CUST0425,36,Male,Jeans,Clothing,37.16,Houston,XL,Green,Winter,2.8,Yes,Next Day,None,Yes,12,Credit Card,Monthly
CUST0426,61,Male,Jacket,Clothing,22.83,Philadelphia,S,Green,Spring,2.1,No,Free Shipping,None,No,28,Credit Card,Bi-Weekly
CUST0427,31,Male,Flats,Footwear,161.85,Houston,S,Blue,Spring,3.4,No,Standard,20%,No,18,Bank Transfer,Monthly
CUST0428,22,Male,Dress,Clothing,35.74,New York,XL,Purple,Spring,3.5,No,Next Day,None,Yes,9,Credit Card,Weekly
CUST0429,32,Female,T-Shirt,Clothing,135.1,Los Angeles,XS,Black,Winter,3.7,No,Free Shipping,20%,No,17,Debit Card,Weekly
CUST0430,37,Female,Jeans,Clothing,21.13,Philadelphia,XL,Red,Fall,3.6,No,Next Day,None,Yes,24,Debit Card,Quarterly
CUST0431,62,Male,Shorts,Clothing,29.88,Chicago,S,Brown,Spring,3.9,Yes,Express,None,No,17,Cash,Monthly
CUST0432,52,Male,Jacket,Clothing,28.7,Philadelphia,XS,White,Winter,5.0,No,Express,10%,Yes,1,Debit Card,Quarterly
CUST0433,51,Male,T-Shirt,Clothing,100.01,Chicago,S,Brown,Summer,4.0,No,Express,20%,No,2,Debit Card,Quarterly
CUST0434,56,Female,Belt,Accessories,75.52,Houston,L,Yellow,Spring,3.0,Yes,Express,None,Yes,20,Debit Card,Bi-Weekly
CUST0435,57,Male,Windbreaker,Outerwear,216.08,Chicago,S,Purple,Spring,4.0,No,Standard,None,No,25,Credit Card,Bi-Weekly
CUST0436,49,Female,Backpack,Accessories,66.0,Phoenix,XL,Black,Summer,3.9,No,Free Shipping,30%,No,9,Credit Card,Monthly
CUST0437,43,Female,Skirt,Clothing,132.33,Philadelphia,S,Black,Summer,1.6,No,Express,None,No,16,Credit Card,Monthly
CUST0438,46,Female,Shorts,Clothing,166.37,Philadelphia,XXL,Purple,Fall,4.1,No,Express,10%,Yes,21,Debit Card,Rarely
CUST0439,70,Male,Jeans,Clothing,55.28,Los Angeles,M,Purple,Summer,3.6,Yes,Free Shipping,None,No,12,Credit Card,Quarterly
CUST0440,69,Female,T-Shirt,Clothing,123.68,Seattle,XXL,Red,Spring,2.9,No,Next Day,10%,No,10,Bank Transfer,Monthly
CUST0441,65,Female,Hoodie,Clothing,82.3,Chicago,XXL,Purple,Spring,4.5,Yes,Express,None,No,13,PayPal,Monthly
CUST0442,48,Male,Skirt,Clothing,85.27,Chicago,S,Brown,Winter,4.6,Yes,Free Shipping,10%,No,28,Bank Transfer,Quarterly
CUST0443,23,Male,Jeans,Clothing,143.49,Dallas,S,Red,Fall,4.5,No,Next Day,None,No,30,Bank Transfer,Bi-Weekly
CUST0444,44,Male,Blazer,Outerwear,144.25,New York,XXL,Green,Fall,3.8,No,Free Shipping,10%,Yes,30,Credit Card,Weekly
CUST0445,38,Female,Sweater,Clothing,22.12,Philadelphia,L,White,Spring,2.3,No,Next Day,None,Yes,30,PayPal,Monthly
CUST0446,36,Female,Sweater,Clothing,117.24,Chicago,M,Green,Summer,5.0,No,Standard,None,Yes,24,Cash,Rarely
CUST0447,50,Female,Flats,Footwear,131.36,Boston,XS,Grey,Winter,4.6,No,Standard,None,Yes,19,Debit Card,Monthly
CUST0448,32,Female,Jeans,Clothing,35.46,Philadelphia,XS,Purple,Winter,4.2,No,Express,30%,No,4,Cash,Bi-Weekly
CUST0449,35,Male,Jeans,Clothing,141.42,Phoenix,XS,Pink,Spring,3.8,Yes,Express,10%,No,24,PayPal,Quarterly
CUST0450,40,Female,Jeans,Clothing,155.49,Dallas,S,Brown,Spring,3.1,No,Express,10%,Yes,6,PayPal,Monthly
CUST0451,21,Female,Sneakers,Footwear,79.19,New York,M,Purple,Winter,3.7,No,Next Day,None,No,25,PayPal,Monthly
CUST0452,23,Female,T-Shirt,Clothing,64.15,Los Angeles,XS,Green,Spring,4.0,Yes,Next Day,20%,Yes,24,Credit Card,Rarely
CUST0453,32,Male,Blazer,Outerwear,263.14,Boston,M,Purple,Winter,4.0,Yes,Next Day,None,Yes,13,Bank Transfer,Monthly
CUST0454,49,Female,Belt,Accessories,94.0,Phoenix,S,Brown,Winter,3.6,No,Next Day,None,No,17,PayPal,Bi-Weekly
CUST0455,28,Male,Dress,Clothing,158.45,Phoenix,XL,White,Fall,4.9,Yes,Express,10%,No,18,Debit Card,Weekly
CUST0456,28,Female,Belt,Accessories,67.44,Dallas,XL,Green,Summer,4.3,Yes,Express,None,No,26,Credit Card,Rarely
CUST0457,20,Male,Heels,Footwear,169.09,Phoenix,S,Blue,Winter,5.0,No,Next Day,30%,Yes,24,Bank Transfer,Rarely
CUST0458,26,Male,Hoodie,Clothing,177.85,Phoenix,S,White,Spring,3.8,No,Standard,None,No,4,Debit Card,Rarely
CUST0459,53,Female,Jacket,Clothing,51.63,San Diego,XXL,Black,Winter,4.5,No,Free Shipping,None,Yes,16,Bank Transfer,Weekly
CUST0460,64,Male,Hoodie,Clothing,130.71,Dallas,XS,White,Winter,2.5,Yes,Free Shipping,None,No,21,Bank Transfer,Rarely
CUST0461,69,Male,Boots,Footwear,206.43,Dallas,S,Yellow,Spring,2.3,No,Next Day,None,No,27,Credit Card,Bi-Weekly
CUST0462,54,Female,Sandals,Footwear,101.9,San Diego,XXL,Pink,Winter,3.7,Yes,Standard,None,No,7,Debit Card,Monthly
CUST0463,45,Male,Flats,Footwear,137.51,Chicago,L,Grey,Fall,3.5,No,Free Shipping,30%,Yes,19,Debit Card,Quarterly
CUST0464,35,Male,Boots,Footwear,65.86,Seattle,L,Brown,Fall,3.0,No,Free Shipping,None,Yes,9,Cash,Monthly
CUST0465,64,Female,Loafers,Footwear,74.86,Philadelphia,M,Grey,Winter,3.8,No,Express,20%,No,21,Bank Transfer,Monthly
CUST0466,50,Male,Loafers,Footwear,192.15,Dallas,XL,Blue,Winter,4.7,No,Free Shipping,None,No,30,Bank Transfer,Weekly
CUST0467,51,Male,Sandals,Footwear,61.42,Philadelphia,L,White,Spring,4.2,Yes,Express,None,No,20,PayPal,Quarterly
CUST0468,66,Female,Dress,Clothing,81.18,Phoenix,M,Grey,Summer,3.7,No,Next Day,30%,No,21,Cash,Quarterly
CUST0469,66,Male,T-Shirt,Clothing,109.91,Dallas,M,Brown,Spring,3.4,No,Standard,None,No,5,Credit Card,Rarely
CUST0470,27,Male,Jacket,Clothing,58.0,Philadelphia,L,Pink,Spring,3.6,Yes,Free Shipping,None,No,24,Cash,Rarely
CUST0471,30,Female,Boots,Footwear,155.43,San Diego,XXL,Grey,Spring,3.6,Yes,Next Day,None,No,15,PayPal,Monthly
CUST0472,43,Female,Windbreaker,Outerwear,288.76,San Diego,L,Brown,Winter,4.7,No,Express,10%,No,1,Cash,Quarterly
CUST0473,37,Female,Sneakers,Footwear,157.84,Seattle,XL,Pink,Spring,4.2,No,Standard,40%,No,15,Bank Transfer,Bi-Weekly
CUST0474,52,Male,Boots,Footwear,120.03,Chicago,XXL,Pink,Spring,3.7,No,Express,None,No,5,PayPal,Monthly
CUST0475,65,Female,Jacket,Clothing,99.71,New York,M,White,Winter,3.3,No,Next Day,30%,Yes,9,Bank Transfer,Bi-Weekly
CUST0476,29,Male,Scarf,Accessories,72.43,San Diego,S,Brown,Fall,2.4,No,Next Day,None,No,8,Cash,Weekly
CUST0477,22,Female,Skirt,Clothing,81.96,Philadelphia,M,Purple,Winter,3.8,No,Standard,20%,No,19,Bank Transfer,Monthly
CUST0478,33,Female,Coat,Outerwear,117.22,Houston,M,Pink,Spring,4.9,No,Free Shipping,10%,No,7,PayPal,Monthly
CUST0479,66,Female,Backpack,Accessories,61.44,Houston,S,Black,Winter,2.8,No,Express,30%,Yes,5,Cash,Quarterly
CUST0480,66,Female,Belt,Accessories,120.31,Philadelphia,XXL,Brown,Summer,5.0,No,Next Day,10%,Yes,9,Cash,Bi-Weekly
CUST0481,70,Male,Sandals,Footwear,110.08,San Diego,XS,Black,Winter,3.8,Yes,Free Shipping,None,Yes,10,Cash,Monthly
CUST0482,42,Male,Blazer,Outerwear,105.44,San Diego,XS,Pink,Summer,2.5,No,Standard,None,No,16,Cash,Monthly
CUST0483,59,Male,Dress,Clothing,28.37,Los Angeles,XS,White,Fall,4.2,No,Standard,20%,Yes,6,Bank Transfer,Rarely
CUST0484,36,Male,Scarf,Accessories,67.98,Phoenix,S,Brown,Summer,4.1,Yes,Express,None,Yes,12,PayPal,Monthly
CUST0485,19,Male,Blazer,Outerwear,205.85,San Diego,XS,Brown,Spring,3.8,No,Free Shipping,None,No,28,PayPal,Monthly
CUST0486,18,Female,Heels,Footwear,82.86,New York,XXL,Red,Spring,4.1,No,Standard,None,Yes,8,Bank Transfer,Bi-Weekly
CUST0487,30,Female,Sunglasses,Accessories,71.04,New York,XXL,Grey,Winter,5.0,No,Express,20%,No,19,Cash,Monthly
CUST0488,42,Male,Blazer,Outerwear,285.48,Philadelphia,L,Purple,Summer,2.3,No,Standard,10%,Yes,14,Debit Card,Bi-Weekly
CUST0489,41,Male,Skirt,Clothing,81.44,New York,XS,Green,Spring,4.1,No,Next Day,20%,No,15,Debit Card,Bi-Weekly
CUST0490,41,Female,Scarf,Accessories,59.71,Boston,XS,Green,Summer,4.3,No,Express,20%,Yes,22,Bank Transfer,Monthly
CUST0491,65,Female,Hoodie,Clothing,85.02,Houston,S,Yellow,Fall,5.0,Yes,Express,20%,No,27,Cash,Monthly
CUST0492,41,Male,Coat,Outerwear,276.72,Seattle,S,White,Summer,3.0,Yes,Free Shipping,10%,No,22,PayPal,Monthly
CUST0493,55,Male,Raincoat,Outerwear,273.06,Houston,XS,Grey,Summer,2.8,Yes,Express,10%,Yes,17,Debit Card,Quarterly
CUST0494,36,Female,Sneakers,Footwear,106.79,San Diego,XL,Grey,Winter,3.6,Yes,Express,None,No,28,Credit Card,Monthly
CUST0495,41,Female,Belt,Accessories,34.1,Philadelphia,S,White,Winter,4.1,Yes,Standard,None,No,23,PayPal,Monthly
CUST0496,56,Female,Flats,Footwear,100.07,Chicago,L,Purple,Fall,4.5,No,Next Day,20%,No,10,Debit Card,Quarterly
CUST0497,59,Female,Loafers,Footwear,91.34,New York,XS,Brown,Winter,3.4,No,Next Day,None,Yes,13,Credit Card,Bi-Weekly
CUST0498,59,Male,Scarf,Accessories,16.82,Chicago,XXL,Pink,Winter,2.7,Yes,Standard,30%,No,5,Bank Transfer,Weekly
CUST0499,25,Male,Flats,Footwear,136.69,Los Angeles,M,Brown,Summer,3.7,Yes,Next Day,20%,No,27,Bank Transfer,Weekly
CUST0500,65,Male,Jeans,Clothing,142.28,Chicago,XS,Pink,Spring,4.7,No,Express,20%,Yes,8,PayPal,Monthly
CUST0501,58,Male,Skirt,Clothing,33.83,Seattle,L,Black,Spring,4.0,Yes,Express,None,No,30,Bank Transfer,Monthly
CUST0502,32,Female,Loafers,Footwear,95.73,Phoenix,L,Red,Summer,4.7,Yes,Next Day,None,Yes,15,Debit Card,Weekly
CUST0503,59,Male,Jeans,Clothing,76.8,Houston,S,Pink,Spring,4.3,No,Express,30%,No,3,Bank Transfer,Monthly
CUST0504,18,Male,Sweater,Clothing,94.78,San Diego,XL,Black,Spring,1.1,Yes,Express,None,Yes,16,PayPal,Monthly
CUST0505,64,Male,Handbag,Accessories,76.82,Philadelphia,XXL,Black,Fall,2.9,No,Standard,10%,Yes,4,Cash,Rarely
CUST0506,39,Male,Handbag,Accessories,131.02,Boston,XXL,Yellow,Summer,3.0,Yes,Express,None,Yes,1,Cash,Rarely
CUST0507,30,Male,Jeans,Clothing,101.84,Phoenix,M,Red,Winter,3.5,No,Standard,20%,No,26,Credit Card,Monthly
CUST0508,23,Female,Scarf,Accessories,138.99,San Diego,XS,Blue,Spring,3.0,No,Express,None,No,14,Credit Card,Rarely
CUST0509,39,Male,Sandals,Footwear,212.19,Seattle,S,White,Winter,3.8,Yes,Standard,10%,Yes,22,Bank Transfer,Monthly
CUST0510,58,Female,Dress,Clothing,50.85,Dallas,S,Green,Spring,3.2,Yes,Express,None,No,21,Debit Card,Weekly
CUST0511,62,Male,Windbreaker,Outerwear,87.35,Los Angeles,L,White,Spring,1.5,No,Express,None,No,2,Debit Card,Monthly
CUST0512,25,Female,Dress,Clothing,120.62,Chicago,L,Yellow,Spring,4.4,Yes,Express,30%,No,2,Bank Transfer,Weekly
CUST0513,52,Male,Jacket,Clothing,66.7,Dallas,XXL,Green,Winter,3.5,No,Next Day,10%,No,26,Cash,Monthly
CUST0514,55,Female,Sandals,Footwear,52.3,Boston,M,Grey,Fall,3.0,No,Standard,None,No,27,Debit Card,Quarterly
CUST0515,50,Female,T-Shirt,Clothing,127.68,Dallas,XXL,White,Spring,3.9,No,Next Day,None,No,16,Cash,Monthly
CUST0516,66,Male,Loafers,Footwear,104.39,Chicago,XXL,Black,Summer,3.4,No,Free Shipping,30%,No,16,Credit Card,Quarterly
CUST0517,69,Female,Shorts,Clothing,116.27,Seattle,L,Yellow,Winter,3.7,Yes,Express,10%,No,21,Credit Card,Quarterly
CUST0518,42,Female,Sunglasses,Accessories,37.82,Houston,XL,Black,Summer,3.3,No,Express,30%,No,15,Credit Card,Monthly
CUST0519,44,Male,Handbag,Accessories,42.08,Dallas,XL,Blue,Fall,4.2,Yes,Next Day,20%,Yes,24,Credit Card,Quarterly
CUST0520,40,Male,Jeans,Clothing,23.37,Seattle,XL,Blue,Winter,4.3,No,Express,20%,Yes,15,PayPal,Quarterly
CUST0521,32,Male,Loafers,Footwear,170.55,Los Angeles,XXL,Green,Fall,4.4,No,Next Day,10%,No,12,Credit Card,Bi-Weekly
CUST0522,52,Female,Coat,Outerwear,246.25,New York,XS,Brown,Fall,2.8,No,Standard,None,No,13,Credit Card,Monthly
CUST0523,19,Female,T-Shirt,Clothing,108.95,Boston,L,Grey,Fall,3.1,No,Free Shipping,None,Yes,14,Debit Card,Bi-Weekly
CUST0524,40,Female,Jacket,Clothing,175.67,Boston,XL,Black,Winter,2.1,No,Next Day,30%,No,20,Cash,Monthly
CUST0525,36,Female,Heels,Footwear,144.17,Seattle,M,Brown,Winter,2.4,No,Standard,None,No,9,Bank Transfer,Quarterly
CUST0526,56,Male,Skirt,Clothing,174.84,Phoenix,XXL,Pink,Summer,4.0,Yes,Free Shipping,None,Yes,11,Debit Card,Monthly
CUST0527,47,Male,Windbreaker,Outerwear,279.57,Phoenix,L,Red,Fall,2.8,Yes,Express,20%,Yes,19,Bank Transfer,Bi-Weekly
CUST0528,43,Female,Boots,Footwear,176.65,New York,XS,White,Fall,3.5,No,Express,10%,No,21,Debit Card,Rarely
CUST0529,24,Male,Shorts,Clothing,40.21,Chicago,XXL,Green,Spring,3.2,Yes,Free Shipping,None,No,24,Debit Card,Bi-Weekly
CUST0530,32,Female,Belt,Accessories,60.59,Houston,S,Yellow,Summer,4.4,No,Standard,20%,No,4,PayPal,Monthly
CUST0531,45,Female,Skirt,Clothing,58.68,Phoenix,M,Purple,Fall,4.6,Yes,Standard,40%,No,18,Cash,Monthly
CUST0532,61,Male,Jacket,Clothing,144.81,Houston,S,Brown,Fall,3.8,No,Express,None,No,28,Debit Card,Rarely
CUST0533,18,Male,Jeans,Clothing,149.56,Chicago,XXL,White,Fall,3.6,Yes,Express,30%,Yes,4,Credit Card,Rarely
CUST0534,48,Male,Shorts,Clothing,141.65,Boston,S,Brown,Fall,4.2,Yes,Next Day,30%,No,19,PayPal,Monthly
CUST0535,24,Male,Scarf,Accessories,94.55,Boston,XXL,Grey,Spring,3.8,No,Next Day,10%,Yes,27,PayPal,Weekly
CUST0536,27,Male,Jacket,Clothing,162.02,Seattle,M,Yellow,Fall,4.1,Yes,Standard,None,No,27,Cash,Monthly
CUST0537,47,Male,Skirt,Clothing,96.82,Seattle,XS,White,Summer,2.8,No,Express,None,Yes,3,Debit Card,Quarterly
CUST0538,28,Female,Dress,Clothing,150.72,Philadelphia,XXL,Green,Fall,3.9,Yes,Next Day,10%,No,5,Bank Transfer,Bi-Weekly
CUST0539,24,Female,Hoodie,Clothing,88.83,New York,XS,Black,Summer,3.5,Yes,Standard,None,No,27,Credit Card,Monthly
CUST0540,64,Female,Sneakers,Footwear,190.86,Dallas,XXL,Brown,Spring,4.3,No,Next Day,10%,No,4,PayPal,Monthly
CUST0541,26,Female,Jeans,Clothing,120.87,Houston,S,Blue,Fall,3.1,Yes,Next Day,None,Yes,16,Debit Card,Monthly
CUST0542,37,Female,Shorts,Clothing,126.96,Los Angeles,XS,Grey,Winter,2.7,No,Next Day,10%,No,21,Bank Transfer,Bi-Weekly
CUST0543,27,Male,Watch,Accessories,122.03,Chicago,XL,Green,Summer,4.0,No,Next Day,None,No,8,PayPal,Rarely
CUST0544,34,Male,Skirt,Clothing,40.51,Seattle,XXL,Yellow,Spring,2.8,No,Free Shipping,10%,No,2,PayPal,Monthly
CUST0545,53,Male,Sandals,Footwear,217.21,Houston,M,Green,Summer,4.1,No,Express,None,No,0,PayPal,Bi-Weekly
CUST0546,59,Female,Raincoat,Outerwear,124.51,Boston,XL,Brown,Spring,4.3,Yes,Free Shipping,None,Yes,29,Credit Card,Quarterly
CUST0547,35,Male,Flats,Footwear,138.81,New York,XXL,Pink,Winter,3.0,Yes,Next Day,20%,No,0,Cash,Quarterly
CUST0548,43,Female,Handbag,Accessories,115.0,Los Angeles,XS,Pink,Summer,4.7,No,Standard,10%,No,8,PayPal,Rarely
CUST0549,56,Female,T-Shirt,Clothing,89.4,Phoenix,L,White,Fall,4.0,Yes,Standard,None,Yes,18,Bank Transfer,Bi-Weekly
CUST0550,68,Male,Heels,Footwear,103.03,Chicago,S,Purple,Winter,2.1,No,Standard,10%,Yes,16,PayPal,Weekly
CUST0551,36,Male,Coat,Outerwear,51.36,New York,XXL,Blue,Fall,3.6,No,Free Shipping,None,No,17,Bank Transfer,Rarely
CUST0552,41,Male,Skirt,Clothing,159.41,San Diego,L,Blue,Spring,4.9,No,Express,None,No,14,Credit Card,Rarely
CUST0553,50,Male,Hoodie,Clothing,158.96,New York,XS,Green,Summer,4.1,Yes,Free Shipping,10%,No,6,Bank Transfer,Quarterly
CUST0554,48,Male,T-Shirt,Clothing,91.48,Houston,S,Black,Winter,4.1,Yes,Standard,None,No,17,Credit Card,Quarterly
CUST0555,24,Female,Coat,Outerwear,264.69,Los Angeles,XL,Pink,Spring,3.1,No,Next Day,40%,No,27,Cash,Quarterly
CUST0556,55,Female,Sweater,Clothing,56.04,Houston,XXL,Purple,Spring,4.2,No,Next Day,None,No,0,Debit Card,Monthly
CUST0557,59,Female,Scarf,Accessories,123.51,Seattle,S,Blue,Winter,3.3,No,Express,20%,No,25,Debit Card,Monthly
CUST0558,36,Male,Loafers,Footwear,76.55,New York,XL,Pink,Winter,4.6,Yes,Express,30%,Yes,10,Credit Card,Weekly
CUST0559,58,Female,Sandals,Footwear,212.85,Houston,M,Pink,Fall,2.6,No,Next Day,20%,No,3,Bank Transfer,Monthly
CUST0560,21,Female,Sweater,Clothing,111.78,Chicago,XL,Pink,Spring,3.6,Yes,Standard,30%,No,23,Credit Card,Quarterly
CUST0561,69,Female,Dress,Clothing,119.57,Houston,M,Red,Spring,3.0,No,Standard,20%,No,29,PayPal,Monthly
CUST0562,50,Male,Sandals,Footwear,117.21,San Diego,XL,White,Spring,4.6,Yes,Free Shipping,20%,No,8,Debit Card,Rarely
CUST0563,36,Female,Hoodie,Clothing,145.84,Seattle,XXL,Brown,Fall,4.2,No,Standard,None,No,28,PayPal,Weekly
CUST0564,34,Male,Heels,Footwear,214.68,Dallas,XL,Brown,Fall,3.6,No,Standard,20%,No,24,Credit Card,Monthly
CUST0565,44,Female,Blazer,Outerwear,60.24,Chicago,XXL,White,Spring,4.6,Yes,Free Shipping,None,No,4,Credit Card,Monthly
CUST0566,39,Female,Sweater,Clothing,122.43,Houston,XS,Brown,Winter,3.9,No,Next Day,None,No,21,PayPal,Quarterly
CUST0567,29,Female,Handbag,Accessories,30.97,San Diego,XL,Green,Spring,3.2,Yes,Express,None,No,29,Debit Card,Quarterly
CUST0568,30,Female,Sweater,Clothing,109.82,Dallas,M,White,Winter,4.2,No,Express,20%,No,13,Bank Transfer,Bi-Weekly
CUST0569,24,Female,Blazer,Outerwear,203.73,Los Angeles,M,Black,Winter,3.1,Yes,Standard,10%,No,6,PayPal,Rarely
CUST0570,58,Male,Sneakers,Footwear,111.67,Houston,XS,Red,Spring,3.8,No,Standard,None,No,25,Cash,Quarterly
CUST0571,21,Female,Skirt,Clothing,105.98,Boston,XL,Pink,Fall,2.8,No,Express,None,No,21,Debit Card,Monthly
CUST0572,39,Female,Hoodie,Clothing,164.49,Philadelphia,M,Black,Fall,3.3,No,Next Day,10%,Yes,7,Credit Card,Quarterly
CUST0573,70,Male,Skirt,Clothing,102.63,Phoenix,S,Grey,Fall,4.2,No,Standard,None,Yes,23,Bank Transfer,Monthly
CUST0574,29,Male,Sneakers,Footwear,185.84,Philadelphia,XS,Purple,Spring,5.0,No,Standard,30%,No,30,Cash,Weekly
CUST0575,60,Female,Sweater,Clothing,158.67,San Diego,M,Brown,Spring,3.8,No,Express,10%,No,21,Bank Transfer,Monthly
CUST0576,27,Male,Shorts,Clothing,120.89,Chicago,XL,Purple,Summer,4.1,No,Next Day,30%,Yes,13,PayPal,Quarterly
CUST0577,18,Male,Loafers,Footwear,136.55,Houston,XS,Blue,Winter,3.5,No,Free Shipping,20%,Yes,2,Credit Card,Weekly
CUST0578,59,Male,T-Shirt,Clothing,70.94,Phoenix,L,White,Winter,2.7,No,Express,None,Yes,4,Cash,Monthly
CUST0579,54,Male,Shorts,Clothing,60.56,Los Angeles,S,Yellow,Spring,2.3,No,Next Day,30%,Yes,16,Credit Card,Monthly
CUST0580,67,Male,Jacket,Clothing,52.99,Phoenix,XS,Blue,Spring,4.5,No,Next Day,None,No,5,PayPal,Monthly
CUST0581,64,Male,Jeans,Clothing,118.33,Houston,XS,Purple,Spring,3.8,Yes,Next Day,None,No,6,Debit Card,Monthly
CUST0582,58,Male,Hoodie,Clothing,51.47,Boston,XL,Grey,Winter,4.8,No,Next Day,40%,Yes,25,Debit Card,Rarely
CUST0583,25,Female,Jeans,Clothing,25.12,Houston,XXL,Red,Spring,5.0,Yes,Express,20%,Yes,17,Cash,Monthly
CUST0584,33,Male,Boots,Footwear,107.91,Phoenix,XXL,Black,Spring,5.0,Yes,Free Shipping,None,No,14,Cash,Rarely
CUST0585,32,Male,Windbreaker,Outerwear,271.23,San Diego,XL,Black,Fall,2.7,Yes,Next Day,20%,No,22,PayPal,Monthly
